CustomerID,CustomerAge,CustomerGender
513,19,Female
514,44,Female
515,42,Male
516,21,Female
517,25,Female
518,34,Male
519,50,Female
520,59,Female
521,68,Male
522,58,Male
523,24,Female
524,56,Male
525,41,Female
526,67,Female
527,27,Male
528,68,Male
529,70,Male
530,36,Male
531,35,Male
532,63,Male
533,41,Female
534,57,Male
535,52,Male
536,52,Female
537,31,Male
538,53,Male
539,54,Female
540,19,Male
541,59,Female
542,35,Female
543,65,Female
544,23,Male
545,55,Male
546,66,Male
547,68,Male
548,22,Male
549,70,Female
550,69,Male
551,19,Female
552,59,Male
553,47,Male
554,67,Female
555,59,Female
556,49,Male
557,47,Male
558,53,Female
559,56,Female
560,64,Other
561,23,Female
562,27,Male
563,23,Male
564,39,Female
565,66,Female
566,38,Male
567,57,Male
568,59,Male
569,68,Female
570,43,Male
571,53,Female
572,61,Male
573,51,Male
574,64,Female
575,30,Male
576,33,Female
577,58,Male
578,34,Female
579,26,Male
580,43,Male
581,62,Male
582,25,Male
583,40,Male
584,38,Female
585,46,Female
586,56,Other
587,44,Female
588,19,Other
589,30,Male
590,47,Male
591,19,Other
592,30,Male
593,56,Female
594,22,Other
595,27,Female
596,65,Male
597,32,Female
598,46,Male
599,28,Male
600,35,Female
601,47,Male
602,27,Male
603,32,Female
604,25,Female
605,20,Male
606,37,Female
607,49,Female
608,69,Female
609,35,Female
610,39,Male
611,24,Female
612,42,Male
613,28,Male
614,67,Male
615,41,Male
616,27,Female
617,29,Male
618,54,Female
619,65,Female
620,62,Other
621,56,Female
622,68,Female
623,61,Male
624,28,Female
625,25,Male
626,34,Female
627,63,Female
628,63,Male
629,30,Female
630,34,Female
631,42,Female
632,65,Female
633,20,Male
634,69,Male
635,32,Male
636,69,Female
637,60,Female
638,61,Female
639,45,Female
640,23,Female
641,67,Female
642,31,Other
643,67,Female
644,66,Male
645,40,Male
646,58,Male
647,47,Male
648,47,Male
649,59,Female
650,64,Female
651,54,Male
652,54,Other
653,59,Female
654,66,Male
655,32,Female
656,65,Male
657,51,Female
658,34,Female
659,51,Female
660,32,Female
661,42,Female
662,37,Male
663,37,Male
664,21,Female
665,41,Male
666,42,Male
667,61,Female
668,40,Male
669,32,Male
670,63,Male
671,61,Female
672,32,Male
673,55,Male
674,68,Other
675,50,Female
676,32,Other
677,57,Male
678,27,Female
679,28,Male
680,31,Female
681,60,Male
682,29,Male
683,45,Male
684,21,Female
685,60,Female
686,50,Female
687,37,Male
688,43,Male
689,33,Male
690,62,Male
691,37,Female
692,58,Male
693,19,Female
694,41,Other
695,21,Female
696,34,Female
697,57,Female
698,69,Female
699,19,Female
700,45,Female
701,28,Male
702,55,Male
703,43,Male
704,24,Female
705,20,Female
706,55,Male
707,48,Female
708,34,Male
709,66,Male
710,25,Female
711,46,Male
712,56,Female
713,30,Female
714,19,Male
715,25,Female
716,43,Male
717,58,Male
718,29,Male
719,60,Male
720,70,Female
721,62,Female
722,64,Female
723,23,Other
724,19,Female
725,33,Female
726,56,Other
727,34,Female
728,57,Male
729,56,Male
730,27,Male
731,36,Female
732,53,Female
733,28,Male
734,50,Male
735,38,Female
736,70,Other
737,44,Male
738,55,Female
739,35,Female
740,54,Male
741,27,Male
742,50,Female
743,35,Female
744,60,Male
745,68,Female
746,49,Male
747,27,Male
748,50,Female
749,38,Male
750,62,Other
751,24,Male
752,22,Male
753,69,Female
754,56,Female
755,19,Male
756,18,Female
757,48,Female
758,29,Female
759,28,Male
760,65,Male
761,22,Male
762,55,Other
763,70,Female
764,57,Male
765,57,Male
766,45,Male
767,51,Male
768,34,Male
769,58,Female
770,33,Female
771,63,Female
772,41,Male
773,31,Male
774,49,Female
775,21,Female
776,51,Male
777,18,Male
778,40,Male
779,43,Female
780,36,Female
781,52,Female
782,46,Female
783,65,Male
784,44,Male
785,70,Male
786,37,Female
787,27,Male
788,25,Female
789,33,Female
790,43,Other
791,54,Female
792,41,Female
793,68,Female
794,30,Male
795,33,Male
796,63,Male
797,25,Female
798,21,Male
799,60,Female
800,35,Female
801,57,Male
802,29,Male
803,45,Female
804,55,Male
805,30,Male
806,60,Male
807,32,Male
808,64,Male
809,60,Female
810,33,Female
811,29,Male
812,59,Male
813,38,Other
814,58,Male
815,41,Female
816,35,Female
817,60,Male
818,22,Male
819,65,Female
820,29,Other
821,50,Female
822,56,Female
823,27,Male
824,61,Male
825,64,Other
826,48,Male
827,70,Female
828,26,Female
829,70,Female
830,66,Female
831,24,Female
832,60,Female
833,50,Male
834,70,Male
835,47,Female
836,26,Other
837,67,Male
838,50,Male
839,23,Female
840,52,Female
841,37,Male
842,45,Male
843,29,Male
844,45,Female
845,61,Female
846,29,Male
847,46,Male
848,20,Female
849,41,Male
850,22,Female
851,29,Female
852,61,Male
853,23,Male
854,68,Male
855,36,Female
856,65,Male
857,66,Female
858,24,Female
859,36,Other
860,23,Male
861,45,Male
862,44,Female
863,27,Male
864,38,Female
865,49,Female
866,27,Male
867,21,Male
868,67,Female
869,34,Male
870,69,Male
871,69,Female
872,60,Other
873,52,Male
874,36,Female
875,42,Female
876,48,Female
877,61,Female
878,65,Female
879,45,Female
880,59,Female
881,31,Male
882,65,Male
883,60,Female
884,32,Other
885,68,Female
886,48,Female
887,69,Male
888,33,Male
889,68,Male
890,24,Male
891,59,Female
892,49,Male
893,59,Male
894,18,Female
895,18,Male
896,70,Male
897,62,Male
898,60,Male
899,51,Female
900,46,Male
901,66,Female
902,23,Female
903,59,Female
904,56,Male
905,69,Female
906,50,Male
907,31,Male
908,27,Male
909,57,Male
910,53,Male
911,65,Male
912,58,Female
913,60,Female
914,61,Female
915,32,Female
916,65,Female
917,21,Female
918,25,Male
919,23,Male
920,31,Female
921,49,Male
922,60,Male
923,66,Male
924,23,Male
925,40,Male
926,49,Male
927,22,Female
928,33,Female
929,31,Female
930,37,Female
931,59,Male
932,52,Male
933,55,Female
934,40,Male
935,35,Female
936,23,Female
937,20,Male
938,42,Female
939,53,Female
940,70,Male
941,37,Female
942,50,Male
943,41,Male
944,22,Male
945,63,Female
946,28,Female
947,18,Female
948,57,Female
949,40,Female
950,63,Female
951,28,Male
952,33,Female
953,63,Female
954,63,Male
955,28,Female
956,54,Male
957,21,Male
958,32,Female
959,42,Male
960,27,Female
961,42,Female
962,66,Female
963,68,Female
964,29,Female
965,21,Male
966,67,Male
967,66,Female
968,36,Female
969,26,Female
970,65,Female
971,18,Male
972,32,Male
973,23,Male
974,28,Male
975,52,Male
976,37,Male
977,21,Male
978,38,Male
979,26,Female
980,36,Male
981,56,Male
982,48,Male
983,43,Male
984,29,Female
985,42,Male
986,38,Female
987,39,Male
988,64,Male
989,40,Female
990,55,Female
991,33,Female
992,51,Female
993,34,Female
994,66,Female
995,21,Male
996,38,Male
997,32,Female
998,56,Female
999,32,Female
1000,44,Other
1001,38,Male
1002,37,Female
1003,31,Female
1004,69,Female
1005,47,Female
1006,36,Male
1007,66,Male
1008,29,Female
1009,69,Female
1010,19,Female
1011,33,Female
1012,62,Female
1013,32,Male
1014,55,Male
1015,67,Male
1016,38,Male
1017,35,Female
1018,63,Male
1019,67,Female
1020,69,Male
1021,20,Male
1022,48,Female
1023,48,Male
1024,49,Male
1025,27,Male
1026,41,Female
1027,26,Female
1028,60,Female
1029,23,Male
1030,44,Male
1031,47,Female
1032,30,Female
1033,63,Female
1034,33,Male
1035,19,Female
1036,38,Female
1037,67,Female
1038,38,Male
1039,18,Male
1040,65,Other
1041,68,Male
1042,35,Female
1043,36,Female
1044,43,Male
1045,61,Female
1046,42,Female
1047,27,Male
1048,54,Female
1049,50,Male
1050,55,Female
1051,32,Male
1052,30,Male
1053,60,Female
1054,47,Female
1055,62,Male
1056,65,Male
1057,28,Male
1058,46,Female
1059,64,Male
1060,53,Female
1061,36,Male
1062,35,Male
1063,54,Female
1064,30,Female
1065,36,Male
1066,46,Male
1067,23,Male
1068,39,Male
1069,60,Male
1070,36,Male
1071,27,Male
1072,38,Male
1073,35,Female
1074,48,Male
1075,30,Male
1076,69,Female
1077,20,Female
1078,20,Female
1079,44,Male
1080,19,Male
1081,63,Female
1082,67,Female
1083,37,Male
1084,52,Female
1085,32,Female
1086,42,Male
1087,37,Other
1088,56,Male
1089,68,Male
1090,50,Male
1091,29,Male
1092,67,Male
1093,37,Female
1094,44,Other
1095,55,Male
1096,48,Female
1097,19,Female
1098,57,Female
1099,60,Male
1100,62,Female
1101,26,Male
1102,29,Male
1103,28,Male
1104,22,Male
1105,33,Male
1106,42,Female
1107,51,Other
1108,34,Male
1109,20,Female
1110,52,Female
1111,18,Female
1112,51,Female
1113,46,Male
1114,35,Male
1115,66,Female
1116,46,Female
1117,27,Male
1118,67,Male
1119,27,Female
1120,24,Female
1121,66,Male
1122,42,Male
1123,66,Female
1124,51,Male
1125,54,Female
1126,35,Female
1127,43,Female
1128,70,Female
1129,54,Male
1130,41,Female
1131,22,Female
1132,40,Male
1133,37,Female
1134,49,Male
1135,36,Other
1136,56,Other
1137,39,Female
1138,39,Male
1139,20,Male
1140,41,Female
1141,49,Male
1142,27,Female
1143,44,Male
1144,67,Male
1145,38,Female
1146,59,Male
1147,46,Male
1148,47,Male
1149,61,Male
1150,40,Female
1151,26,Male
1152,68,Female
1153,66,Female
1154,45,Male
1155,30,Other
1156,54,Male
1157,35,Male
1158,44,Male
1159,36,Female
1160,67,Male
1161,38,Male
1162,64,Male
1163,57,Female
1164,56,Male
1165,56,Male
1166,36,Male
1167,58,Female
1168,46,Female
1169,52,Male
1170,47,Male
1171,53,Female
1172,29,Female
1173,43,Male
1174,23,Male
1175,19,Male
1176,24,Male
1177,29,Female
1178,24,Male
1179,27,Male
1180,20,Male
1181,23,Other
1182,45,Male
1183,21,Other
1184,51,Female
1185,27,Female
1186,26,Male
1187,56,Male
1188,23,Female
1189,22,Male
1190,34,Female
1191,23,Male
1192,55,Other
1193,64,Male
1194,38,Male
1195,35,Female
1196,54,Male
1197,27,Female
1198,21,Male
1199,22,Male
1200,55,Male
1201,46,Female
1202,32,Female
1203,26,Female
1204,46,Female
1205,59,Female
1206,66,Female
1207,32,Female
1208,60,Female
1209,49,Male
1210,61,Female
1211,51,Male
1212,28,Male
1213,24,Male
1214,59,Female
1215,67,Female
1216,64,Female
1217,70,Female
1218,48,Male
1219,59,Female
1220,52,Male
1221,58,Male
1222,35,Male
1223,60,Female
1224,52,Male
1225,69,Female
1226,66,Other
1227,23,Male
1228,61,Female
1229,64,Male
1230,53,Male
1231,62,Female
1232,64,Male
1233,67,Male
1234,60,Female
1235,28,Male
1236,23,Male
1237,21,Female
1238,54,Female
1239,42,Female
1240,27,Male
1241,69,Female
1242,52,Male
1243,49,Male
1244,29,Female
1245,62,Male
1246,66,Female
1247,63,Male
1248,52,Female
1249,18,Male
1250,24,Female
1251,65,Female
1252,63,Male
1253,23,Male
1254,18,Male
1255,42,Female
1256,59,Female
1257,45,Female
1258,52,Female
1259,56,Female
1260,48,Female
1261,24,Male
1262,27,Male
1263,69,Female
1264,47,Male
1265,29,Male
1266,50,Male
1267,55,Female
1268,52,Male
1269,22,Female
1270,44,Female
1271,35,Female
1272,52,Female
1273,21,Female
1274,44,Female
1275,21,Male
1276,30,Male
1277,43,Male
1278,34,Female
1279,54,Male
1280,25,Male
1281,38,Female
1282,22,Female
1283,56,Male
1284,41,Female
1285,39,Male
1286,20,Female
1287,42,Female
1288,30,Male
1289,29,Female
1290,34,Female
1291,31,Male
1292,32,Female
1293,42,Female
1294,27,Female
1295,35,Female
1296,33,Male
1297,27,Male
1298,61,Other
1299,50,Other
1300,53,Male
1301,45,Female
1302,70,Other
1303,54,Male
1304,34,Male
1305,70,Female
1306,26,Female
1307,56,Female
1308,56,Female
1309,69,Female
1310,52,Male
1311,55,Female
1312,19,Male
1313,33,Male
1314,67,Female
1315,57,Male
1316,23,Female
1317,57,Female
1318,23,Female
1319,60,Male
1320,30,Male
1321,65,Female
1322,64,Male
1323,58,Female
1324,21,Male
1325,47,Male
1326,66,Male
1327,64,Other
1328,30,Female
1329,65,Male
1330,47,Female
1331,43,Male
1332,53,Female
1333,58,Female
1334,49,Male
1335,52,Other
1336,60,Male
1337,30,Male
1338,56,Male
1339,54,Female
1340,41,Female
1341,52,Female
1342,47,Female
1343,57,Male
1344,43,Other
1345,67,Male
1346,19,Female
1347,63,Male
1348,50,Male
1349,56,Female
1350,44,Male
1351,41,Male
1352,42,Male
1353,57,Female
1354,36,Male
1355,57,Other
1356,26,Female
1357,63,Male
1358,37,Female
1359,28,Male
1360,55,Female
1361,44,Female
1362,59,Male
1363,32,Female
1364,59,Female
1365,53,Male
1366,43,Male
1367,18,Male
1368,41,Male
1369,55,Female
1370,32,Female
1371,49,Male
1372,20,Female
1373,50,Male
1374,50,Female
1375,51,Female
1376,41,Male
1377,29,Female
1378,60,Male
1379,27,Male
1380,22,Male
1381,27,Male
1382,48,Female
1383,52,Male
1384,21,Female
1385,64,Male
1386,48,Male
1387,66,Male
1388,66,Female
1389,64,Male
1390,32,Female
1391,68,Female
1392,59,Female
1393,59,Female
1394,64,Female
1395,24,Female
1396,22,Male
1397,51,Female
1398,41,Female
1399,41,Male
1400,52,Female
1401,66,Female
1402,25,Male
1403,23,Male
1404,55,Male
1405,63,Female
1406,35,Female
1407,61,Female
1408,57,Female
1409,26,Male
1410,22,Female
1411,63,Female
1412,46,Female
1413,65,Female
1414,56,Other
1415,54,Female
1416,55,Other
1417,43,Male
1418,38,Male
1419,56,Female
1420,25,Male
1421,43,Male
1422,28,Female
1423,69,Female
1424,20,Male
1425,23,Male
1426,64,Female
1427,19,Male
1428,24,Male
1429,34,Male
1430,56,Male
1431,55,Female
1432,57,Male
1433,39,Female
1434,47,Female
1435,70,Male
1436,50,Female
1437,34,Male
1438,26,Male
1439,51,Male
1440,41,Female
1441,30,Male
1442,56,Female
1443,59,Female
1444,46,Male
1445,48,Female
1446,57,Male
1447,49,Male
1448,23,Female
1449,24,Female
1450,70,Male
1451,34,Male
1452,55,Female
1453,18,Female
1454,18,Female
1455,50,Female
1456,65,Male
1457,65,Female
1458,28,Male
1459,34,Male
1460,26,Female
1461,70,Female
1462,60,Female
1463,22,Female
1464,38,Male
1465,43,Female
1466,30,Male
1467,62,Male
1468,41,Female
1469,49,Male
1470,28,Female
1471,20,Male
1472,61,Female
1473,53,Male
1474,55,Female
1475,69,Male
1476,49,Male
1477,25,Male
1478,19,Female
1479,28,Female
1480,65,Male
1481,61,Female
1482,58,Male
1483,34,Female
1484,29,Male
1485,54,Male
1486,48,Male
1487,62,Male
1488,46,Male
1489,67,Female
1490,55,Male
1491,50,Male
1492,35,Male
1493,54,Female
1494,20,Male
1495,25,Female
1496,28,Female
1497,53,Male
1498,21,Male
1499,47,Female
1500,43,Other
1501,54,Male
1502,44,Female
1503,41,Male
1504,49,Female
1505,57,Male
1506,28,Female
1507,66,Female
1508,54,Male
1509,43,Male
1510,70,Male
1511,29,Female
1512,61,Female
1513,48,Female
1514,51,Male
1515,40,Male
1516,26,Male
1517,20,Female
1518,57,Female
1519,64,Female
1520,29,Female
1521,58,Male
1522,52,Male
1523,54,Male
1524,70,Male
1525,44,Female
1526,44,Female
1527,35,Female
1528,38,Male
1529,28,Male
1530,53,Male
1531,61,Male
1532,58,Male
1533,70,Male
1534,28,Male
1535,49,Male
1536,60,Male
1537,63,Other
1538,21,Male
1539,32,Male
1540,60,Female
1541,45,Female
1542,44,Other
1543,44,Male
1544,59,Male
1545,52,Female
1546,50,Male
1547,55,Female
1548,70,Female
1549,24,Male
1550,52,Female
1551,46,Female
1552,37,Female
1553,60,Male
1554,54,Female
1555,22,Male
1556,25,Male
1557,61,Female
1558,19,Male
1559,30,Male
1560,67,Male
1561,49,Male
1562,59,Female
1563,55,Female
1564,59,Female
1565,35,Male
1566,33,Male
1567,24,Male
1568,35,Male
1569,51,Female
1570,64,Female
1571,62,Female
1572,56,Female
1573,46,Female
1574,42,Male
1575,50,Female
1576,64,Male
1577,29,Female
1578,48,Female
1579,44,Male
1580,34,Female
1581,59,Male
1582,58,Male
1583,50,Female
1584,53,Female
1585,19,Male
1586,39,Female
1587,57,Other
1588,28,Male
1589,36,Female
1590,41,Female
1591,19,Female
1592,66,Female
1593,26,Male
1594,49,Female
1595,23,Male
1596,69,Female
1597,18,Female
1598,32,Female
1599,24,Male
1600,23,Female
1601,57,Female
1602,26,Male
1603,67,Male
1604,45,Male
1605,46,Male
1606,61,Male
1607,51,Male
1608,24,Female
1609,64,Female
1610,59,Male
1611,58,Female
1612,29,Male
1613,61,Male
1614,40,Male
1615,29,Male
1616,36,Other
1617,54,Male
1618,23,Male
1619,40,Male
1620,43,Female
1621,57,Female
1622,38,Female
1623,50,Female
1624,41,Male
1625,66,Male
1626,69,Other
1627,54,Male
1628,62,Male
1629,22,Female
1630,21,Male
1631,66,Male
1632,41,Female
1633,48,Male
1634,43,Female
1635,43,Female
1636,64,Male
1637,59,Male
1638,55,Male
1639,41,Female
1640,27,Male
1641,34,Male
1642,57,Female
1643,33,Male
1644,64,Female
1645,59,Male
1646,18,Male
1647,40,Male
1648,44,Other
1649,56,Male
1650,36,Male
1651,68,Male
1652,67,Male
1653,42,Female
1654,57,Female
1655,25,Male
1656,59,Female
1657,68,Male
1658,44,Female
1659,29,Female
1660,49,Male
1661,22,Male
1662,52,Male
1663,29,Female
1664,41,Male
1665,42,Female
1666,43,Male
1667,40,Male
1668,29,Female
1669,39,Female
1670,52,Male
1671,40,Female
1672,67,Female
1673,40,Female
1674,44,Male
1675,62,Male
1676,30,Female
1677,32,Female
1678,42,Female
1679,31,Female
1680,70,Other
1681,51,Male
1682,27,Male
1683,64,Female
1684,24,Female
1685,59,Male
1686,64,Female
1687,42,Male
1688,56,Male
1689,43,Male
1690,41,Male
1691,45,Male
1692,63,Female
1693,54,Male
1694,54,Female
1695,69,Male
1696,23,Female
1697,21,Male
1698,34,Male
1699,54,Male
1700,54,Female
1701,39,Male
1702,27,Male
1703,62,Male
1704,34,Female
1705,40,Male
1706,26,Male
1707,58,Male
1708,50,Other
1709,33,Male
1710,69,Female
1711,45,Other
1712,55,Female
1713,52,Male
1714,52,Male
1715,21,Other
1716,40,Male
1717,56,Female
1718,46,Male
1719,24,Female
1720,34,Female
1721,60,Male
1722,20,Female
1723,55,Male
1724,57,Male
1725,42,Male
1726,55,Female
1727,23,Other
1728,45,Female
1729,69,Male
1730,26,Male
1731,34,Male
1732,41,Female
1733,32,Male
1734,55,Male
1735,29,Female
1736,57,Male
1737,36,Male
1738,49,Female
1739,42,Male
1740,41,Female
1741,69,Female
1742,38,Female
1743,44,Female
1744,66,Female
1745,60,Male
1746,19,Male
1747,65,Male
1748,63,Female
1749,31,Female
1750,62,Female
1751,20,Female
1752,22,Male
1753,28,Female
1754,30,Male
1755,34,Male
1756,59,Male
1757,55,Female
1758,54,Male
1759,18,Male
1760,35,Female
1761,34,Female
1762,20,Female
1763,24,Male
1764,30,Female
1765,44,Male
1766,42,Male
1767,50,Male
1768,20,Male
1769,47,Female
1770,69,Female
1771,28,Male
1772,66,Male
1773,37,Male
1774,55,Male
1775,67,Male
1776,31,Female
1777,69,Female
1778,69,Male
1779,34,Male
1780,67,Male
1781,32,Female
1782,58,Female
1783,19,Female
1784,61,Male
1785,49,Male
1786,33,Female
1787,20,Female
1788,25,Male
1789,43,Female
1790,40,Female
1791,36,Other
1792,26,Male
1793,42,Male
1794,40,Male
1795,25,Male
1796,43,Female
1797,55,Female
1798,65,Male
1799,39,Male
1800,39,Female
1801,56,Male
1802,44,Male
1803,34,Male
1804,18,Male
1805,26,Male
1806,59,Female
1807,30,Female
1808,49,Male
1809,27,Female
1810,53,Male
1811,67,Male
1812,39,Female
1813,20,Male
1814,26,Male
1815,67,Male
1816,22,Male
1817,62,Male
1818,20,Male
1819,54,Male
1820,36,Male
1821,52,Female
1822,23,Female
1823,35,Female
1824,26,Female
1825,42,Female
1826,50,Female
1827,25,Female
1828,66,Female
1829,46,Male
1830,62,Male
1831,18,Male
1832,23,Male
1833,63,Male
1834,61,Male
1835,69,Male
1836,58,Female
1837,56,Male
1838,42,Female
1839,65,Male
1840,70,Female
1841,19,Female
1842,34,Male
1843,18,Male
1844,60,Male
1845,56,Female
1846,18,Female
1847,31,Male
1848,63,Female
1849,57,Male
1850,47,Male
1851,19,Female
1852,26,Male
1853,45,Female
1854,43,Female
1855,64,Female
1856,63,Female
1857,46,Female
1858,39,Female
1859,25,Male
1860,56,Female
1861,32,Male
1862,58,Female
1863,26,Female
1864,69,Male
1865,55,Female
1866,32,Male
1867,21,Male
1868,58,Male
1869,32,Female
